Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_txt,job_state,same_state,python_yn,R_yn,spark,aws,excel
Jr Data Scientist,$77K - $113K (Glassdoor est.),"PacArctic,LLC, a Koniag Government Services company, is seeking an experienced Jr Data Scientist with a Secret Clearance to support PAC and our government customer in Washington, DC.
We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

Essential Functions, Responsibilities & Duties may include, but are not limited to:
Support research, analysis, and tracking OBO’s HR function milestones and metrics.
Using data collected in the study, assist the government to identify findings and recommendations of this assessment that will streamline the customer’s functions/products, maximize efficiencies, and provide a concrete structural blueprint for the delivery of HR services in a cost-effective manner that optimizes the customer’s long and short-term service goals.






Show More
Report",4.0,"PacArctic LLC
4.0","Washington, DC","Washington, DC",501 to 1000 Employees,Company - Public,Unknown / Non-Applicable,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,0,77,113,95.0,"PacArctic LLC
", DC,1,0,0,0,0,0
"Data Scientist, 40 Hours, Days.",$60K - $93K (Glassdoor est.),"Under the direction of the Office of Clinical Integration (OCI) Management team, supports and prepares the interpretation and program evaluation of performance improvement opportunities through the use of statistical, algorithmic, mining, and visualization techniques. Collaborates at all levels of the organization to accomplish the value-based program goals and UMass Memorial Health Care (UMMHC) enterprise strategic goals and objectives.
Major Responsibilities:
Supports and prepares reports and analyses for the management team and Senior Data Scientists for Population Health analytics projects by working closely with internal, affiliate and community based customers and executives, Information Services (IS) staff, project managers, program directors, and other OCI teams to turn data into critical information/knowledge that can be used to make sound organizational decisions.
Show More
Report",3.7,"UMass Memorial Health
3.7","Worcester, MA","Worcester, MA",10000+ Employees,1997,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,0,60,93,76.5,"UMass Memorial Health
", MA,1,0,0,0,0,0
Data Scientist,$87K - $126K (Glassdoor est.),"Durham, NC | Austin, TX | Remote | Full Time
Data Scientist
We're looking for Data Scientists to work on our core and business products to help shape the future of what we build at Hyperspace Ventures. You will enjoy working with various data sets, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The perfect candidate will have a background in a quantitative or technical field, will have experience working with large data sets, and will have some experience in data-driven decision making. You are focused on results, a self-starter, and have demonstrated success in using analytics to drive the understanding, growth, and success of a product.

Responsibilities:






Show More
Report",4.2,"Hyperspace Ventures
4.2","Durham, NC","Durham, NC",1 to 50 Employees,2017,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,0,87,126,106.5,"Hyperspace Ventures
", NC,1,0,0,0,0,0
Data Scientist I,Employer Provided Salary:$83K - $113K,"Horizon BCBSNJ employees must live in New Jersey, New York, Pennsylvania, Connecticut or Delaware
Job Summary:
Data Scientists are responsible for modeling complex business problems, discovering new business insights and finding opportunities through the use of algorithmic, statistical, data-mining and visualization techniques. In addition, this role also integrates and prepares large, varied datasets and designs and builds specialized databases and computing environments (data modelling development and architecture). The incumbents communicate and present results of their research in a structured and clear way that can be easily understood by various business stakeholders and clients. Ultimately, the Data Scientists work closely with various stakeholders across the Corporation to turn data into meaningful insights that is then used to make sound business decisions.
Responsibilities:
$83,000 - $113,295
Show More
Report",3.4,"Horizon Blue Cross Blue Shield of New Jersey
3.4","Newark, NJ","Newark, NJ",5001 to 10000 Employees,1932,Nonprofit Organization,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,1,83,113,98.0,"Horizon Blue Cross Blue Shield of New Jersey
", NJ,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$83K - $104K,"General information
All posting locations: Remote, Illinois, United States of America
Job Function: 16 - Digital
Date Published: 24-Feb-2023
Ref #: R-67069
Base Salary Range: $83,400.00 - $104,200.00
Target Total Cash Range: $104,250.00 - $130,250.00
Target total cash represents this role's annualized cash earning potential at target (base salary + target bonus). Target total cash is contingent on targeted company performance achievement and individual attainment of performance goals. Therefore, target total cash is not guaranteed earnings.
Show More
Report",3.4,"Kraft Heinz Company
3.4",Illinois,Illinois,10000+ Employees,2015,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,0,1,83,104,93.5,"Kraft Heinz Company
",Illinois,1,0,0,0,0,0
Associate Data Scientist,Employer Provided Salary:$80K - $110K,"The Role
We are seeking a motivated and analytical individual to join our team as an Associate Data Scientist. In this role, you will help Polco leverage data to drive impact and provide direction and insight internally and externally while also helping to manage our clients’ custom research needs. You will be responsible for data exploration, collection, and cleaning as well as analysis across a wide range of projects; some directly helping customers, others helping partners, and some helping to support business decisions and improve performance. As an Associate Data Scientist, you will work with a team of experienced professionals in a collaborative environment to analyze datasets and apply advanced statistical methods to solve complex problems.
Key Responsibilities
Show More
Report",4.8,"Polco
4.8",Wisconsin,Wisconsin,51 to 200 Employees,Company - Private,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,80,110,95.0,"Polco
",Wisconsin,1,0,0,0,0,0
Applied Scientist - Ad Market Dynamic (Remote),Employer Provided Salary:$106K - $235K,"Summary
Yelp engineering culture is driven by our values: we’re a cooperative team that values individual authenticity and encourages creative solutions to problems. All new engineers deploy working code their first week, and we strive to broaden individual impact with support from managers, mentors, and teams. At the end of the day, we’re all about helping our users, growing as engineers, and having fun in a collaborative environment.
Are you passionate about applying statistical modeling, machine learning, algorithm design, and experimentation to make high-quality, high-impact solutions? Do you want to help local businesses grow and succeed? Yelp's Ads group works on challenging, multi-disciplinary problems at scale—spanning machine learning, data structures & algorithms, optimization, statistics and distributed systems—with the goal of creating a healthy, valued marketplace between customers and advertisers.




Show More
Report",3.5,"Yelp
3.5",Remote,Remote,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),-1,0,1,106,235,170.5,"Yelp
",Remote,1,0,0,0,0,0
Associate Data Scientist,$79K - $117K (Glassdoor est.),"Job Summary:

Applies data analysis tools and techniques to provide insights and actionable recommendations for the business. Uses statistical modeling to make predictions about future outcomes in multiple scenarios to improve products & processes. May explain findings to business audience.

Job Responsibilities:
Responsible for applying data analysis tools and techniques to provide insights and actionable recommendations for the business. Uses statistical modeling to make predictions about future outcomes in multiple scenarios to improve products & processes. May explain findings to business audience.
Assists in executing statistical and mathematical analyses to support business decision making for multiple business functions.


About Walgreens and WBA

Walgreens (www.walgreens.com) is included in the U.S. Retail Pharmacy and U.S. Healthcare segments of Walgreens Boots Alliance, Inc. (Nasdaq: WBA), an integrated healthcare, pharmacy and retail leader with a 170-year heritage of caring for communities. WBA’s purpose is to create more joyful lives through better health. Operating nearly 9,000 retail locations across America, Puerto Rico and the U.S. Virgin Islands, Walgreens is proud to be a neighborhood health destination serving nearly 10 million customers each day. Walgreens pharmacists play a critical role in the U.S. healthcare system by providing a wide range of pharmacy and healthcare services, including those that drive equitable access to care for the nation’s medically underserved populations. To best meet the needs of customers and patients, Walgreens offers a true omnichannel experience, with fully integrated physical and digital platforms supported by the latest technology to deliver high-quality products and services in communities nationwide.




This job description is to be used as a guide for accomplishing Company and department objectives, and only covers the primary functions and responsibilities of the position. It is in no way to be construed as an all-encompassing list of duties
Show More
Report",3.1,"WALGREENS
3.1","Deerfield, IL","Deerfield, IL",10000+ Employees,1901,Company - Public,Drug & Health Stores,Retail & Wholesale,$10+ billion (USD),-1,0,0,79,117,98.0,"WALGREENS
", IL,1,0,0,0,0,0
Data Scientist,$78K - $112K (Glassdoor est.),"The Data Scientist responsibility is to develop, enhance, and implement predictive models and data methodologies for syndicated and custom targeting solutions. The Data Scientist is the Subject Matter Expert and will collaborate with a team of other skilled and experienced Data Scientists, Data Engineers, and Analysts to create quality data products and deliver useful insights for Claritas clients.

Primary Responsibilities
Develop and implement predictive models and machine learning algorithms to support ongoing data products
Support new product ideas by translating them into well-posed data science problems and solving them

Show More
Report",4.1,"Claritas Llc
4.1","Cincinnati, OH","Cincinnati, OH",201 to 500 Employees,1971,Company - Private,Advertising & Public Relations,Media & Communication,$25 to $100 million (USD),-1,0,0,78,112,95.0,"Claritas Llc
", OH,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $105K,"Job Summary
Under minimal supervision, supports gathering business requirements, identifying data sources, conducting data and statistical analyses, developing systems, and assisting with the visualization and reporting functions of the Denver Public Health (DPH) Department. Responsible for development, implementation, evaluation, data extraction and analysis programming, visualization, and reporting activities related to assigned projects and workgroups. Demonstrates technical and conceptual skills necessary to develop system solutions for Public Health projects using appropriate data systems. Provides support in database design and architecture, database management, and data modeling for the creation and integration of various Public Health data sources. Performs data integration and interoperability through the identification, acquisition, and aggregation of disparate data sets. Participates and supports project lifecycles through project management and process improvement activities. Assists Public Health clinical and administrative staff with complex systems issues related to data analysis and reporting activities. Coordinates relevant efforts with other Denver Health departments when appropriate.














Show More
Report",3.6,"Denver Health
3.6","Denver, CO","Denver, CO",5001 to 10000 Employees,1860,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),-1,0,1,70,105,87.5,"Denver Health
", CO,1,0,0,0,0,0
Data Scientist,$98K - $150K (Glassdoor est.),"The Position
Purpose:
PTE is a new organization within Roche that will catalyze the development of Roche’s manufacturing digital strategy to work towards a factory of the future. We will build a strong cross-functional and inclusive community, put the power of data into the hands of our people, further develop the Lean and Digital skills across PT, and scale up our Digital and Advanced Analytics solutions, for the benefit of our colleagues and patients.
We aim to activate data citizenship and digital mindset, revolutionize our FAIR data ecosystem and systems landscape, re-design excellent processes, and generate transformative insights. We collaborate closely with global functions to deliver impactful value to our patients.
Show More
Report",4.3,"Genentech
4.3","Vacaville, CA","Vacaville, CA",10000+ Employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,98,150,124.0,"Genentech
", CA,1,0,0,0,0,1
Data Scientist,Employer Provided Salary:$90K - $100K,"Company Description

Who We Are...
Based in sunny San Diego, Perfect Snacks is the company behind The Original Refrigerated Protein Bar. Offering a line of products that boast whole food ingredients and clean food credentials, Perfect Snacks is sold online and in more than 35,000 retailers nationwide. Now more than a decade since its inception, the brand has experienced rapid growth in the last few years, as consumers flock to the fridge for fresher options. Our success is attributed to the people behind the brand, who share in our family's mission: 'To nourish worldkind with a hug, good vibes and a delicious dose of fresh whole food nutrition. To us, that’s the recipe to make life a little more, well, perfect.'
Who Are We Looking For...









Show More
Report",4.6,"Perfect Snacks
4.6","San Diego, CA","San Diego, CA",51 to 200 Employees,Company - Private,Restaurants & Cafes,Restaurants & Food Service,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,90,100,95.0,"Perfect Snacks
", CA,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$141K - $169K,"Company Description

Wish is a mobile e-commerce platform that flips traditional shopping on its head. We connect hundreds of millions of people with the widest selection of delightful, surprising, and—most importantly—affordable products delivered directly to their doors. Each day on Wish, millions of customers in more than 100 countries around the world discover new products. For our over 1 million merchant partners, anyone with a good idea and a mobile phone can instantly tap into a global market.
We're fueled by creating unique products and experiences that give people access to a new type of commerce, where all are welcome. If you’ve been searching for a supportive environment to chase your curiosity and use data to investigate the questions that matter most to you, this is the place.







Show More
Report",3.2,"Wish
3.2","San Francisco, CA","San Francisco, CA",501 to 1000 Employees,2010,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),-1,0,1,141,169,155.0,"Wish
", CA,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$117K - $217K,"When you join Verizon
Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect across the globe. We're a diverse network of people driven by our shared ambition to shape a better future. Here, we have the ability to learn and grow at the speed of technology, and the space to create within every role. Together, we are moving the world forward - and you can too. Dream it. Build it. Do it here.
What you’ll be doing...
Financial Planning & Analytics As Service (FPAS) is at the heart of Verizon's Digital Finance vision focusing on solving most critical challenges using Data, Advanced Analytics, AI, and Automation. You will be joining the Analytics & Insights - Data Science team within FPAS that is focused on providing wide variety of ML and optimization solutions in Credit and Marketing Investments including Loan Decisions, Promotions and Pricing by applying advanced analytics techniques

Show More
Report",3.9,"Verizon
3.9","New York, NY","New York, NY",10000+ Employees,2000,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,1,117,217,167.0,"Verizon
", NY,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$120K - $140K,"Position Summary:
The position pays between $120,000 and $140,000 annual salary.

The Data Scientist applies data mining techniques, conducts statistical analysis, and builds high quality prediction systems integrated with our products and the customer data platform to increase consumer and advertising revenue. This position uses large data sets to find opportunities for product, marketing, UX and process optimization and builds models to enable advanced hypotheses testing of different courses of action to improve and increase business performance.

Required Education, Experience and Skills:
Bachelor’s degree in statistics, mathematics, computer science or another quantitative field required; master’s degree preferred

The duties listed are intended as examples only and may not represent a complete list. Duties and Responsibilities, work schedules and/or location may change based on evolving business needs.

Working Conditions and Physical Requirements
General Office Environment. Extensive computer use required.

Equal Opportunity Employer Minorities/Women/Protected Veterans/Disabled
Show More
Report",3.8,"Advance Local
3.8",Remote,Remote,1001 to 5000 Employees,Company - Private,Publishing,Media & Communication,Unknown / Non-Applicable,$10+ billion (USD),-1,0,1,120,140,130.0,"Advance Local
",Remote,1,0,0,0,0,0
Jr Data Scientist,$77K - $113K (Glassdoor est.),"PacArctic,LLC, a Koniag Government Services company, is seeking an experienced Jr Data Scientist with a Secret Clearance to support PAC and our government customer in Washington, DC.
We offer competitive compensation and an extraordinary benefits package including health, dental and vision insurance, 401K with company matching, flexible spending accounts, paid holidays, three weeks paid time off, and more.

Essential Functions, Responsibilities & Duties may include, but are not limited to:
Support research, analysis, and tracking OBO’s HR function milestones and metrics.
Using data collected in the study, assist the government to identify findings and recommendations of this assessment that will streamline the customer’s functions/products, maximize efficiencies, and provide a concrete structural blueprint for the delivery of HR services in a cost-effective manner that optimizes the customer’s long and short-term service goals.






Show More
Report",4.0,"PacArctic LLC
4.0","Washington, DC","Washington, DC",501 to 1000 Employees,Company - Public,Unknown / Non-Applicable,Media & Communication,Unknown / Non-Applicable,$10+ billion (USD),-1,0,0,77,113,95.0,"PacArctic LLC
", DC,1,0,0,0,0,0
Data Scientist I/II,Employer Provided Salary:$88K - $185K,"YOUR LIFE'S MISSION: POSSIBLE
You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.

Don’t take our word for it.































Show More
Report",4.1,"Navy Federal Credit Union
4.1","Pensacola, FL","Pensacola, FL",10000+ Employees,1933,Self-employed,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1,0,1,88,185,136.5,"Navy Federal Credit Union
", FL,1,0,0,0,0,0
Data Scientist,$78K - $121K (Glassdoor est.),"Skills relating to Mathematics/Statistics .
Graduate/Engineer/Post-Graduate with a huge interest in handling numbers.
Ability to understand all domains in businesses across various sectors.
A natural passion for numbers, business, coding, Analytics, and Artificial Intelligence, Machine Learning, visualization.
Good verbal and written communication skills.
Analyze large and complex data sets from multiple sources.
Develop and evaluate data analytics models, algorithms and solutions.
Implement algorithms to mine targeted data and the ability to convert data into a business story.
Show More
Report",4.9,"Wise Equation Solutions
4.9","Austin, TX","Austin, TX",51 to 200 Employees,2006,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1,0,0,78,121,99.5,"Wise Equation Solutions
", TX,1,0,0,0,0,0
Data Scientist,$95K - $140K (Glassdoor est.),"Progyny is looking for a Data Scientist to join the Business Strategy and Analytics team in New York City. Our team is at the forefront of key initiatives and strategic development of the nation’s leading fertility benefits management company. In this role, you will lead these efforts through finding insights into potential revenue growth, process enhancements, and benefit enhancements through analyses, cross-functional collaboration, and presentations to various internal stakeholders, including executive leadership. This is a unique opportunity to own multiple functions within Progyny to support the company’s strategic development and growth.
What you'll do...
Develop complex algorithms, statistical models, determine analytical approaches and modeling techniques to evaluate historical trends and predictive models
Lead identifying market trends and member needs to build a short, medium, and long-term growth strategy





Show More
Report",4.4,"Progyny
4.4","New York, NY","New York, NY",51 to 200 Employees,2015,Company - Public,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,-1,0,0,95,140,117.5,"Progyny
", NY,1,0,0,0,0,0
Data Scientist - Decision Science - Chase,Employer Provided Salary:$143K - $200K,"JPMorgan Chase & Co. is expanding its consumer business by launching a new digital bank in the UK. We will offer consumers a completely new banking choice when we launch in the coming months. Using the Chase brand, the bank will provide products and features tailored to meet the needs of customers in the U.K., delivered via an innovative mobile app.

Our team is at the heart of building this new venture, focused on developing offerings that put the customer at the center. We have created a new organization and we are looking for solution-oriented, commercially minded, customer-focused data scientists, used to working in an agile environment who want to be a part of building something new from the ground up within a diverse and inclusive team.

Culture is as important to us and we are looking for intellectually curious, new technology passionate individuals who would like to expand their skills whilst working on a new exciting venture for the firm. Your work will have a massive impact, both on us as a company, as well as our clients and our business partners around the world.

This is a hands-on within a digital and . We leverage the and the to deliver an end-to-end cutting-edge solution to our clients.

Your skills should include:











Show More
Report",3.8,"JPMorgan Chase Bank, N.A.
3.8","New York, NY","New York, NY",10000+ Employees,1799,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1,0,1,143,200,171.5,"JPMorgan Chase Bank, N.A.
", NY,1,0,0,0,0,0
"Data Scientist II, Associate",$78K - $109K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:





Show More
Report",3.9,"ABBVIE
3.9","Crystal Lake, IL","Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,78,109,93.5,"ABBVIE
", IL,1,1,0,0,0,0
"Data Scientist II, Associate",$78K - $109K (Glassdoor est.),"AbbVie’s Operations Business Insights (OBI) group is continuously innovating to transform AbbVie operations organization to enable the use of data and analytics to drive world-class innovation, performance, and agility across many functional areas.
We are looking for an Associate Data Scientist with entry-level experience in Software Engineering and Data Engineering who aspire to further advance in Data Science skills.
The Associate Data Scientist will assist in bringing machine learning solutions to life by translating business requirements into deployable applications, using complex SQL queries for data query and writing efficient R/Python codes.

Responsibilities:





Show More
Report",3.9,"ABBVIE
3.9","Crystal Lake, IL","Crystal Lake, IL",10000+ Employees,2013,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1,0,0,78,109,93.5,"ABBVIE
", IL,1,1,0,0,0,0
Data Scientist,Employer Provided Salary:$60K - $100K,"Lymba Corporation, a NLP Software Company located in the Dallas area is seeking a highly skilled and motivated Data Scientist to conduct development in human language technology and human-computer interaction.
Responsibilities:
· Train and evaluate Lymba’ s NLP Systems
· Participate in data collection, data analysis, creating benchmarks, etc.
· Closely work with researchers and engineers
· Propose solutions for resolving issues
Show More
Report",3.5,"Lymba Corporation
3.5","Richardson, TX","Richardson, TX",51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$5 to $25 million (USD),$10+ billion (USD),-1,0,1,60,100,80.0,"Lymba Corporation
", TX,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$78K - $112K,"EBSCO Information Services (EIS) provides a complete and optimized research solution comprised of e-journals, e-books, and research databases - all combined with the most powerful discovery service to support the information needs and maximize the research experience of our end-users. Headquartered in Ipswich, MA, EIS employs more than 2,700 people worldwide, most now working hybrid or remotely. We are the leader in our field due to our cutting-edge technology, forward-thinking philosophy, and outstanding team. EIS is a company that will motivate you, inspire you, and allow you to grow. Our mission is to transform lives by providing relevant and reliable information when, where, and how people need it. We are looking for bright and creative individuals whose unique differences will allow us to achieve this inclusive mission around the world.

This role can be performed 100% remotely. After initial onboarding, there may be optional opportunities to travel to Ipswich MA for Agile planning sessions, in-person training, or development workshops.






Show More
Report",3.9,"EBSCO Information Services
3.9",Massachusetts,Massachusetts,1001 to 5000 Employees,1984,Company - Private,Information Technology Support Services,Information Technology,$1 to $5 billion (USD),-1,0,1,78,112,95.0,"EBSCO Information Services
",Massachusetts,1,0,0,0,0,0
"Data Scientist, 40 Hours, Days.",$60K - $93K (Glassdoor est.),"Under the direction of the Office of Clinical Integration (OCI) Management team, supports and prepares the interpretation and program evaluation of performance improvement opportunities through the use of statistical, algorithmic, mining, and visualization techniques. Collaborates at all levels of the organization to accomplish the value-based program goals and UMass Memorial Health Care (UMMHC) enterprise strategic goals and objectives.
Major Responsibilities:
Supports and prepares reports and analyses for the management team and Senior Data Scientists for Population Health analytics projects by working closely with internal, affiliate and community based customers and executives, Information Services (IS) staff, project managers, program directors, and other OCI teams to turn data into critical information/knowledge that can be used to make sound organizational decisions.
Show More
Report",3.7,"UMass Memorial Health
3.7","Worcester, MA","Worcester, MA",10000+ Employees,1997,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1,0,0,60,93,76.5,"UMass Memorial Health
", MA,1,0,0,0,0,0
Data Scientist,$60K - $93K (Glassdoor est.),"Location: Pasadena, CA HQ or Remote within USA
Please note: This position may work on projects related to the Department of Defense. You must be authorized to work in the US without sponsorship with the ability to obtain a security clearance, which is issued by the U.S. government. U.S. citizenship is required by the DoD for security clearance.
The Role
Our fast-growing AI/ML team is looking for a highly-motivated Data Scientist with machine learning and Python experience to work on predictive maintenance (PMX) solutions using Virtualitics platforms. You will be responsible for prototyping and developing machine learning solutions for our customers. You will not only be helping sell our groundbreaking technology, but be a part of building a truly great company and culture.
Show More
Report",3.8,"Virtualitics
3.8",Remote,Remote,51 to 200 Employees,2016,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1,0,0,60,93,76.5,"Virtualitics
",Remote,1,1,0,0,0,0
Data Scientist,$81K - $123K (Glassdoor est.),"Overview:
COMMITMENT. EXCELLENCE. INTEGRITY.

Our Mission Statement
TMB will strive to be the best Employee-Owned Business contributing to our National Defense.
We are committed to providing meaningful work, fair compensation, benefits that support a work/life balance, and to contribute towards a secure retirement for all our Employee-Owners.

Our Guiding Principles
Commitment to our customers’ missions;
Excellence in everything we do;
Integrity in all our relationships.

These are the principles which govern who we are and what we do.
Responsibilities:
Qualifications:
Show More
Report",3.9,"Tech-Marine Business, Inc.
3.9","San Diego, CA","San Diego, CA",51 to 200 Employees,1997,Company - Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",$5 to $25 million (USD),-1,0,0,81,123,102.0,"Tech-Marine Business, Inc.
", CA,1,0,0,0,0,1
Data Scientist,$88K - $136K (Glassdoor est.),"United States - Illinois, United States - New Jersey, United States - Tennessee
Compliance
Group Functions
Job Reference #
273620BR
City
Chicago, Nashville, Weehawken
Job Type
Full Time













Show More
Report",3.9,"UBS
3.9","Chicago, IL","Chicago, IL",10000+ Employees,1862,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),-1,0,0,88,136,112.0,"UBS
", IL,1,0,0,0,0,0
Junior Data Scientist,$75K - $109K (Glassdoor est.),"Junior Data Scientist
Working Hours : Full Time(W2)
Experience : 1+Years
Locations : Livonia , Michigan

Soothsayer is seeking Data Scientist who has an interest in solving challenging ML/ AI problems. The Data Science team works on a variety of exciting analytics (ML, AI) projects.
Responsibilities
Show More
Report",2.7,"Soothsayer Analytics
2.7","Livonia, MI","Livonia, MI",Unknown,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,$10+ billion (USD),-1,0,0,75,109,92.0,"Soothsayer Analytics
", MI,1,0,0,0,0,0
Data Scientist- Remote,Employer Provided Salary:$132K - $198K,"Clearance Level None Category Data Science Location Remote, Based in the USA
Requisition Type: Regular
Your Impact
Own your opportunity to work with the largest government agency in the nation. Make an impact by advancing the Department of Defense’s mission to keep our country safe and secure.
Job Description
Data Scientist Advisor

Deliver insights to help our clients turn data into action as a Data Scientist Advisor at GDIT. Your work will provide transformative solutions to our clients’ big-data obstacles and help advance the mission. Here, you can make a meaningful impact on our clients’ mission and on your career.

At GDIT, people are our differentiator. As a Data Scientist Advisor you will help ensure today is safe and tomorrow is smarter. Our work depends on Data Scientist Advisor joining our team to

HOW A DATA SCIENTIST ADVISOR WILL MAKE AN IMPACT



GDIT IS YOUR PLACE:
Show More
Report",3.9,"General Dynamics Information Technology
3.9",Indiana,Indiana,10000+ Employees,1996,Subsidiary or Business Segment,Information Technology Support Services,Information Technology,$10+ billion (USD),-1,0,1,132,198,165.0,"General Dynamics Information Technology
",Indiana,1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $132K,"Please email hr_business_partners@bcbsri.org if you are a candidate seeking a reasonable accommodation for the application and/or interview process.

Salary Range: $88,100 - $132,100
Type of position: Hybrid or Remote

Jump into the new world of health insurance:
At Blue Cross & Blue Shield of Rhode Island (BCBSRI), our business is healthcare. But our focus is on improving lives. Be part of a team that’s large enough to make a difference but small enough to be innovative. Work in a rapidly changing field. Take a chance to be creative. Move outside the status quo. Shape new ideas with the power of a national brand behind you.

Join others who know diversity is strength:
We appreciate and celebrate everything that makes us unique: age, national origin, citizenship status, perspectives, experiences, physical or mental disability, military status, race, ethnicity, religion, gender, sexual orientation, gender identity and/or expression. Our diversity strengthens us as an organization and helps us better serve an increasingly diverse Rhode Island population.


Research, manipulate, and interpret complex data and analyze results using machine learning, advanced statistics, trend analysis, and other artificial intelligence techniques to draw business inferences and clearly articulate findings with the target audience. Design and implement data collection systems and other methods ensuring data integrity and statistical accuracy. Collect and analyze data from multiple internal and external sources. Extract and identify relevant information from databases and systems. Mine and interpret results providing consultative feedback to various areas in order to improve service delivery and enhance program design efforts.




BCBSRI is headquartered in downtown Providence, conveniently located near the train station and bus terminal. We actively support associate well-being and work/life balance and offer the following schedules, based on role:
o. Arizona, Connecticut, Florida, Georgia, Louisiana, Maine, Massachusetts, Nevada, New Hampshire, North Carolina, Pennsylvania, Rhode Island, South Carolina, Texas, Virginia


Blue Cross & Blue Shield of Rhode Island has a COVID-19 vaccination requirement for all associates. Offers of employment are contingent on being fully vaccinated for COVID-19 or through an approved accommodation request for either a medical or religious exemption. Requests for accommodations can be made to a representative in the human resources department upon receiving an offer.

At Blue Cross & Blue Shield of Rhode Island (BCBSRI), diversity and inclusion are central to our core values and strengthen our ability to meet the challenges of today's healthcare industry. BCBSRI is an equal opportunity, affirmative action employer. We provide equal opportunities without regard to race, color, religion, gender, age, national origin, disability, veteran status, sexual orientation, genetic information and gender identity or expression.
The law requires an employer to post notices describing the Federal laws prohibiting job discrimination based on race, color, sex, national origin, religion, age, equal pay, disability, veteran status, sexual orientation, and genetic information and gender identity or expression. Please visit https://www.eeoc.gov/employers/eeo-law-poster to view the ""EEO is the Law"" poster.
Show More
Report",3.6,"Blue Cross & Blue Shield of Rhode Island
3.6","Providence, RI","Providence, RI",501 to 1000 Employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,-1,0,1,88,132,110.0,"Blue Cross & Blue Shield of Rhode Island
", RI,1,0,0,0,1,0
